word_id,source_range,單字,詞性,定義,用法,詞性變化,三態（現在式-過去式-過去分詞）,現在分詞（V-ing）,常見搭配,相關字,同義字,反義字,範例
W262,31-35,harmful,adj.,有害的,bristleworms were said to be harmful。,,,,harmful in context：在語境中使用 harmful；learn harmful：學習 有害的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a harmful in context.：這份考卷在語境中使用 harmful。
W263,31-35,clam,n.,蛤蜊；貝類,worms were said to eat clams。,,,,clam in context：在語境中使用 clam；learn clam：學習 蛤蜊；貝類,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a clam in context.：這份考卷在語境中使用 clam。
W264,31-35,anemone,n.,海葵；銀蓮花,passage mentions anemones in aquariums。,,,,anemone in context：在語境中使用 anemone；learn anemone：學習 海葵；銀蓮花,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an anemone in context.：這份考卷在語境中使用 anemone。
W265,31-35,enthusiast,n.,熱衷者；愛好者,most enthusiasts now conclude worms pose no threat。,,,,enthusiast in context：在語境中使用 enthusiast；learn enthusiast：學習 熱衷者；愛好者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an enthusiast in context.：這份考卷在語境中使用 enthusiast。
W266,31-35,conclude,v.,結論是；結束,enthusiasts conclude small worms pose no threat。,,,,conclude in context：在語境中使用 conclude；learn conclude：學習 結論是；結束,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a conclude in context.：這份考卷在語境中使用 conclude。
W267,31-35,scavenger,n.,食腐動物；清道夫,small bristleworms are scavengers。,,,,scavenger in context：在語境中使用 scavenger；learn scavenger：學習 食腐動物；清道夫,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a scavenger in context.：這份考卷在語境中使用 scavenger。
W268,31-35,carcass,n.,動物屍體,scavengers clear carcasses of dead animals。,,,,carcass in context：在語境中使用 carcass；learn carcass：學習 動物屍體,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a carcass in context.：這份考卷在語境中使用 carcass。
W269,31-35,species,n.,物種,fireworms are a species of larger worms。,,,,species in context：在語境中使用 species；learn species：學習 物種,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a species in context.：這份考卷在語境中使用 species。
W270,31-35,challenge,n./v.,挑戰；質疑,removing worms is a challenge。,,,,challenge in context：在語境中使用 challenge；learn challenge：學習 挑戰；質疑,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a challenge in context.：這份考卷在語境中使用 challenge。
W271,31-35,sensitive,adj.,敏感的,worms are sensitive to light。,,,,sensitive in context：在語境中使用 sensitive；learn sensitive：學習 敏感的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a sensitive in context.：這份考卷在語境中使用 sensitive。
W272,31-35,hiding,n.,躲藏,worms go into hiding at disturbance。,,,,hiding in context：在語境中使用 hiding；learn hiding：學習 躲藏,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a hiding in context.：這份考卷在語境中使用 hiding。
W273,31-35,slightest,adj.,最輕微的,at the slightest disturbance。,,,,slightest in context：在語境中使用 slightest；learn slightest：學習 最輕微的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a slightest in context.：這份考卷在語境中使用 slightest。
W274,31-35,disturbance,n.,干擾；騷動,worms hide at the slightest disturbance。,,,,disturbance in context：在語境中使用 disturbance；learn disturbance：學習 干擾；騷動,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a disturbance in context.：這份考卷在語境中使用 disturbance。
W275,36-40,ultimately,adv.,最終；最後,education systems may ultimately be judged。,,,,ultimately in context：在語境中使用 ultimately；learn ultimately：學習 最終；最後,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an ultimately in context.：這份考卷在語境中使用 ultimately。
W276,36-40,judge in terms of,phr.,依照……來評判,education systems judged in terms of opportunity。,,,,judge in terms of in context：在語境中使用 judge in terms of；learn judge in terms of：學習 依照……來評判,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a judge in terms of in context.：這份考卷在語境中使用 judge in terms of。
W277,36-40,equality,n.,平等,equality of opportunity。,,,,equality in context：在語境中使用 equality；learn equality：學習 平等,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an equality in context.：這份考卷在語境中使用 equality。
W278,36-40,opportunity,n.,機會,equality of opportunity。,,,,opportunity in context：在語境中使用 opportunity；learn opportunity：學習 機會,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an opportunity in context.：這份考卷在語境中使用 opportunity。
W279,36-40,debate,n./v.,辯論；討論,debates over selective versus comprehensive schooling。,,,,debate in context：在語境中使用 debate；learn debate：學習 辯論；討論,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a debate in context.：這份考卷在語境中使用 debate。
W280,36-40,selective,adj.,選擇性的；篩選的,selective schooling 指篩選式教育。,,,,selective in context：在語境中使用 selective；learn selective：學習 選擇性的；篩選的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a selective in context.：這份考卷在語境中使用 selective。
W281,36-40,achievement,n.,成就；達成,educational achievement。,,,,achievement in context：在語境中使用 achievement；learn achievement：學習 成就；達成,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an achievement in context.：這份考卷在語境中使用 achievement。
W282,36-40,inequality,n.,不平等,league tables may perpetuate inequalities。,,,,inequality in context：在語境中使用 inequality；learn inequality：學習 不平等,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an inequality in context.：這份考卷在語境中使用 inequality。
W283,36-40,institution,n.,機構；制度,educational institutions are divided into good and bad。,,,,institution in context：在語境中使用 institution；learn institution：學習 機構；制度,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an institution in context.：這份考卷在語境中使用 institution。
W284,36-40,failing,adj.,失敗的；不及格的,failing institutions 指被認為失敗的學校。,,,,failing in context：在語境中使用 failing；learn failing：學習 失敗的；不及格的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a failing in context.：這份考卷在語境中使用 failing。
W285,36-40,two-tier,adj.,兩級的；雙層的,two-tier system 指分成上下兩層的制度。,,,,two-tier in context：在語境中使用 two-tier；learn two-tier：學習 兩級的；雙層的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a two-tier in context.：這份考卷在語境中使用 two-tier。
W286,36-40,well-off,adj.,富裕的,better-off parents have more resources。,,,,well-off in context：在語境中使用 well-off；learn well-off：學習 富裕的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a well-off in context.：這份考卷在語境中使用 well-off。
W287,36-40,well-endowed,adj.,資源充足的,well-endowed schools have strong resources。,,,,well-endowed in context：在語境中使用 well-endowed；learn well-endowed：學習 資源充足的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a well-endowed in context.：這份考卷在語境中使用 well-endowed。
W288,36-40,motivation,n.,動機,home environments provide motivation to excel。,,,,motivation in context：在語境中使用 motivation；learn motivation：學習 動機,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a motivation in context.：這份考卷在語境中使用 motivation。
W289,36-40,excel,v.,表現優異；擅長,motivation to excel。,,,,excel in context：在語境中使用 excel；learn excel：學習 表現優異；擅長,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an excel in context.：這份考卷在語境中使用 excel。
W290,36-40,financial,adj.,財務的；金融的,financial support can help equality。,,,,financial in context：在語境中使用 financial；learn financial：學習 財務的；金融的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a financial in context.：這份考卷在語境中使用 financial。
W291,36-40,support,n./v.,支持；支援,financial support helps opportunity。,,,,support in context：在語境中使用 support；learn support：學習 支持；支援,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a support in context.：這份考卷在語境中使用 support。
W292,36-40,tertiary,adj.,第三級的；高等教育的,tertiary education 指大學等高等教育。,,,,tertiary in context：在語境中使用 tertiary；learn tertiary：學習 第三級的；高等教育的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a tertiary in context.：這份考卷在語境中使用 tertiary。
W293,36-40,undergraduate,n.,大學生；大學部學生,student loans allow undergraduates to pay fees。,,,,undergraduate in context：在語境中使用 undergraduate；learn undergraduate：學習 大學生；大學部學生,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an undergraduate in context.：這份考卷在語境中使用 undergraduate。
W294,36-40,tuition fee,n.,學費,undergraduates pay tuition fees。,,,,tuition fee in context：在語境中使用 tuition fee；learn tuition fee：學習 學費,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a tuition fee in context.：這份考卷在語境中使用 tuition fee。
W295,36-40,living expense,n.,生活費,students pay living expenses while studying。,,,,living expense in context：在語境中使用 living expense；learn living expense：學習 生活費,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a living expense in context.：這份考卷在語境中使用 living expense。
W296,41-45,ancient,adj.,古代的,reading compares ancient Rome and Greece。,,,,ancient in context：在語境中使用 ancient；learn ancient：學習 古代的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an ancient in context.：這份考卷在語境中使用 ancient。
W297,41-45,civilization,n.,文明,Roman and Greek civilizations are compared。,,,,civilization in context：在語境中使用 civilization；learn civilization：學習 文明,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a civilization in context.：這份考卷在語境中使用 civilization。
W298,41-45,regularity,n.,規律性；整齊,Roman wall held by regularity of design。,,,,regularity in context：在語境中使用 regularity；learn regularity：學習 規律性；整齊,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a regularity in context.：這份考卷在語境中使用 regularity。
W299,41-45,design,n./v.,設計,regularity of the design。,,,,design in context：在語境中使用 design；learn design：學習 設計,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a design in context.：這份考卷在語境中使用 design。
W300,41-45,cement,n.,水泥；黏合物,Roman cement held stones together。,,,,cement in context：在語境中使用 cement；learn cement：學習 水泥；黏合物,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a cement in context.：這份考卷在語境中使用 cement。
W301,41-45,bond,v./n.,連結；黏合,parts of the Roman realm were bonded。,,,,bond in context：在語境中使用 bond；learn bond：學習 連結；黏合,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a bond in context.：這份考卷在語境中使用 bond。
W302,41-45,massive,adj.,巨大的；大量的,massive entity 指龐大實體。,,,,massive in context：在語境中使用 massive；learn massive：學習 巨大的；大量的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a massive in context.：這份考卷在語境中使用 massive。
W303,41-45,entity,n.,實體；存在物,monolithic entity。,,,,entity in context：在語境中使用 entity；learn entity：學習 實體；存在物,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an entity in context.：這份考卷在語境中使用 entity。
W304,41-45,physical,adj.,實體的；身體的,physical bonds included roads and garrisons。,,,,physical in context：在語境中使用 physical；learn physical：學習 實體的；身體的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a physical in context.：這份考卷在語境中使用 physical。
W305,41-45,organizational,adj.,組織上的,organizational bonds were based on law。,,,,organizational in context：在語境中使用 organizational；learn organizational：學習 組織上的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an organizational in context.：這份考卷在語境中使用 organizational。
W306,41-45,psychological,adj.,心理的,psychological controls were based on fear。,,,,psychological in context：在語境中使用 psychological；learn psychological：學習 心理的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a psychological in context.：這份考卷在語境中使用 psychological。
W307,41-45,control,n./v.,控制,Rome used physical and psychological controls。,,,,control in context：在語境中使用 control；learn control：學習 控制,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a control in context.：這份考卷在語境中使用 control。
W308,41-45,province,n.,省；行省,garrisons stationed in every province。,,,,province in context：在語境中使用 province；learn province：學習 省；行省,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a province in context.：這份考卷在語境中使用 province。
W309,41-45,link,v./n.,連結,roads linked provinces with Rome。,,,,link in context：在語境中使用 link；learn link：學習 連結,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a link in context.：這份考卷在語境中使用 link。
W310,41-45,principle,n.,原則,common principles of law and administration。,,,,principle in context：在語境中使用 principle；learn principle：學習 原則,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a principle in context.：這份考卷在語境中使用 principle。
W311,41-45,administration,n.,行政；管理,Roman administration enforced standards。,,,,administration in context：在語境中使用 administration；learn administration：學習 行政；管理,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an administration in context.：這份考卷在語境中使用 administration。
W312,41-45,universal,adj.,普遍的；全體的,universal army of officials。,,,,universal in context：在語境中使用 universal；learn universal：學習 普遍的；全體的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an universal in context.：這份考卷在語境中使用 universal。
W313,41-45,official,n./adj.,官員；官方的,officials enforced common standards。,,,,official in context：在語境中使用 official；learn official：學習 官員；官方的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an official in context.：這份考卷在語境中使用 official。
W314,41-45,enforce,v.,執行；強制實施,officials enforced standards of conduct。,,,,enforce in context：在語境中使用 enforce；learn enforce：學習 執行；強制實施,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an enforce in context.：這份考卷在語境中使用 enforce。
W315,41-45,conduct,n./v.,行為；執行,standards of conduct。,,,,conduct in context：在語境中使用 conduct；learn conduct：學習 行為；執行,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a conduct in context.：這份考卷在語境中使用 conduct。
W316,41-45,punishment,n.,懲罰,psychological controls built on fear and punishment。,,,,punishment in context：在語境中使用 punishment；learn punishment：學習 懲罰,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a punishment in context.：這份考卷在語境中使用 punishment。
W317,41-45,absolute,adj.,絕對的,absolute certainty。,,,,absolute in context：在語境中使用 absolute；learn absolute：學習 絕對的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an absolute in context.：這份考卷在語境中使用 absolute。
W318,41-45,certainty,n.,確定性；確信,certainty that threats would be destroyed。,,,,certainty in context：在語境中使用 certainty；learn certainty：學習 確定性；確信,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a certainty in context.：這份考卷在語境中使用 certainty。
W319,41-45,utterly,adv.,完全地；徹底地,utterly destroyed。,,,,utterly in context：在語境中使用 utterly；learn utterly：學習 完全地；徹底地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an utterly in context.：這份考卷在語境中使用 utterly。
W320,41-45,destroy,v.,摧毀,threats to Rome would be destroyed。,,,,destroy in context：在語境中使用 destroy；learn destroy：學習 摧毀,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a destroy in context.：這份考卷在語境中使用 destroy。
W321,41-45,unity,n.,統一；團結,Roman obsession with unity。,,,,unity in context：在語境中使用 unity；learn unity：學習 統一；團結,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an unity in context.：這份考卷在語境中使用 unity。
W322,41-45,cohesion,n.,凝聚；結合,unity and cohesion。,,,,cohesion in context：在語境中使用 cohesion；learn cohesion：學習 凝聚；結合,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a cohesion in context.：這份考卷在語境中使用 cohesion。
W323,41-45,development,n.,發展,pattern of Rome's early development。,,,,development in context：在語境中使用 development；learn development：學習 發展,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a development in context.：這份考卷在語境中使用 development。
W324,41-45,scatter,v.,分散；散布,Greece grew from scattered cities。,,,,scatter in context：在語境中使用 scatter；learn scatter：學習 分散；散布,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a scatter in context.：這份考卷在語境中使用 scatter。
W325,41-45,expand,v.,擴張；擴大,Greek world expanded along sea lanes。,,,,expand in context：在語境中使用 expand；learn expand：學習 擴張；擴大,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an expand in context.：這份考卷在語境中使用 expand。
W326,41-45,assemble,v.,組成；集合,Roman world was assembled by conquest。,,,,assemble in context：在語境中使用 assemble；learn assemble：學習 組成；集合,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an assemble in context.：這份考卷在語境中使用 assemble。
W327,41-45,contrast,n./v.,對比,contrast between Rome and Greece。,,,,contrast in context：在語境中使用 contrast；learn contrast：學習 對比,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a contrast in context.：這份考卷在語境中使用 contrast。
W328,41-45,undeniable,adj.,不可否認的,essential difference is undeniable。,,,,undeniable in context：在語境中使用 undeniable；learn undeniable：學習 不可否認的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an undeniable in context.：這份考卷在語境中使用 undeniable。
W329,41-45,sailor,n.,水手；航海者,The Greek was a sailor at heart。,,,,sailor in context：在語境中使用 sailor；learn sailor：學習 水手；航海者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a sailor in context.：這份考卷在語境中使用 sailor。
W330,41-45,landsman,n.,陸地人；不熟水性者,The Roman was a landsman。,,,,landsman in context：在語境中使用 landsman；learn landsman：學習 陸地人；不熟水性者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a landsman in context.：這份考卷在語境中使用 landsman。
W331,41-45,phenomenon,n.,現象,Roman phenomenon。,,,,phenomenon in context：在語境中使用 phenomenon；learn phenomenon：學習 現象,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a phenomenon in context.：這份考卷在語境中使用 phenomenon。
W332,41-45,emphasis,n.,強調；重點,place great emphasis on territorial instinct。,,,,emphasis in context：在語境中使用 emphasis；learn emphasis：學習 強調；重點,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an emphasis in context.：這份考卷在語境中使用 emphasis。
W333,41-45,instinct,n.,本能,animal instinct for territory。,,,,instinct in context：在語境中使用 instinct；learn instinct：學習 本能,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an instinct in context.：這份考卷在語境中使用 instinct。
W334,41-45,priority,n.,優先事項,Roman priorities lay in organization。,,,,priority in context：在語境中使用 priority；learn priority：學習 優先事項,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a priority in context.：這份考卷在語境中使用 priority。
W335,41-45,fertile,adj.,肥沃的；多產的,fertile plain of Latium。,,,,fertile in context：在語境中使用 fertile；learn fertile：學習 肥沃的；多產的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a fertile in context.：這份考卷在語境中使用 fertile。
W336,41-45,plain,n./adj.,平原；清楚的,fertile plain of Latium。,,,,plain in context：在語境中使用 plain；learn plain：學習 平原；清楚的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a plain in context.：這份考卷在語境中使用 plain。
W337,41-45,originate,v.,起源於,Latins who founded Rome originated there。,,,,originate in context：在語境中使用 originate；learn originate：學習 起源於,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an originate in context.：這份考卷在語境中使用 originate。
W338,41-45,habit,n.,習慣,created habits and skills of settlement。,,,,habit in context：在語境中使用 habit；learn habit：學習 習慣,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a habit in context.：這份考卷在語境中使用 habit。
W339,41-45,skill,n.,技能,habits and skills of landed settlement。,,,,skill in context：在語境中使用 skill；learn skill：學習 技能,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a skill in context.：這份考卷在語境中使用 skill。
W340,41-45,property,n.,財產；土地,landed property。,,,,property in context：在語境中使用 property；learn property：學習 財產；土地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a property in context.：這份考卷在語境中使用 property。
W341,41-45,economy,n.,經濟,landed economy。,,,,economy in context：在語境中使用 economy；learn economy：學習 經濟,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an economy in context.：這份考卷在語境中使用 economy。
W342,41-45,genius,n.,天才；特長,Roman genius for organization。,,,,genius in context：在語境中使用 genius；learn genius：學習 天才；特長,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a genius in context.：這份考卷在語境中使用 genius。
W343,41-45,attachment,n.,依附；情感連結,deep attachment to the land。,,,,attachment in context：在語境中使用 attachment；learn attachment：學習 依附；情感連結,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an attachment in context.：這份考卷在語境中使用 attachment。
W344,41-45,stability,n.,穩定,stability of rural life。,,,,stability in context：在語境中使用 stability；learn stability：學習 穩定,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a stability in context.：這份考卷在語境中使用 stability。
W345,41-45,rural,adj.,鄉村的,rural life。,,,,rural in context：在語境中使用 rural；learn rural：學習 鄉村的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a rural in context.：這份考卷在語境中使用 rural。
W346,41-45,virtue,n.,美德；優點,Roman virtues。,,,,virtue in context：在語境中使用 virtue；learn virtue：學習 美德；優點,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a virtue in context.：這份考卷在語境中使用 virtue。
W347,41-45,responsibility,n.,責任,gravitas is a sense of responsibility。,,,,responsibility in context：在語境中使用 responsibility；learn responsibility：學習 責任,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a responsibility in context.：這份考卷在語境中使用 responsibility。
W348,41-45,devotion,n.,奉獻；忠誠,pietas is devotion to family and country。,,,,devotion in context：在語境中使用 devotion；learn devotion：學習 奉獻；忠誠,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a devotion in context.：這份考卷在語境中使用 devotion。
W349,41-45,attitude,n.,態度,modern attitudes to Roman civilization。,,,,attitude in context：在語境中使用 attitude；learn attitude：學習 態度,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an attitude in context.：這份考卷在語境中使用 attitude。
W350,41-45,impressed,adj.,印象深刻的,attitudes range from impressed to disgusted。,,,,impressed in context：在語境中使用 impressed；learn impressed：學習 印象深刻的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an impressed in context.：這份考卷在語境中使用 impressed。
W351,41-45,disgusted,adj.,厭惡的,some are thoroughly disgusted by Rome。,,,,disgusted in context：在語境中使用 disgusted；learn disgusted：學習 厭惡的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a disgusted in context.：這份考卷在語境中使用 disgusted。
W352,41-45,worshipper,n.,崇拜者,power worshippers admire what is strong。,,,,worshipper in context：在語境中使用 worshipper；learn worshipper：學習 崇拜者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a worshipper in context.：這份考卷在語境中使用 worshipper。
W353,41-45,subtlety,n.,微妙；精細,subtlety of Greece。,,,,subtlety in context：在語境中使用 subtlety；learn subtlety：學習 微妙；精細,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a subtlety in context.：這份考卷在語境中使用 subtlety。
W354,41-45,imitator,n.,模仿者,Rome was seen as imitator of Greece。,,,,imitator in context：在語境中使用 imitator；learn imitator：學習 模仿者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an imitator in context.：這份考卷在語境中使用 imitator。
W355,41-45,continuator,n.,延續者,Rome as continuator of Greece。,,,,continuator in context：在語境中使用 continuator；learn continuator：學習 延續者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a continuator in context.：這份考卷在語境中使用 continuator。
W356,41-45,quantity,n.,數量,Rome had quantity in critic's view。,,,,quantity in context：在語境中使用 quantity；learn quantity：學習 數量,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a quantity in context.：這份考卷在語境中使用 quantity。
W357,41-45,novelty,n.,新穎；新奇事物,Horace discussed novelty。,,,,novelty in context：在語境中使用 novelty；learn novelty：學習 新穎；新奇事物,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a novelty in context.：這份考卷在語境中使用 novelty。
W358,41-45,debt,n.,債；恩惠；受惠,Rome's debt to Greece was enormous。,,,,debt in context：在語境中使用 debt；learn debt：學習 債；恩惠；受惠,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a debt in context.：這份考卷在語境中使用 debt。
W359,41-45,enormous,adj.,巨大的,Rome's debt was enormous。,,,,enormous in context：在語境中使用 enormous；learn enormous：學習 巨大的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an enormous in context.：這份考卷在語境中使用 enormous。
W360,41-45,adopt,v.,採用；收養,Romans adopted Greek religion。,,,,adopt in context：在語境中使用 adopt；learn adopt：學習 採用；收養,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an adopt in context.：這份考卷在語境中使用 adopt。
W361,41-45,moral,adj.,道德的,Greek moral philosophy。,,,,moral in context：在語境中使用 moral；learn moral：學習 道德的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a moral in context.：這份考卷在語境中使用 moral。
W362,41-45,consciously,adv.,有意識地；刻意地,Greek writers were consciously used as models。,,,,consciously in context：在語境中使用 consciously；learn consciously：學習 有意識地；刻意地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a consciously in context.：這份考卷在語境中使用 consciously。
W363,41-45,successor,n.,繼承者；後繼者,Latin successors used Greek models。,,,,successor in context：在語境中使用 successor；learn successor：學習 繼承者；後繼者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a successor in context.：這份考卷在語境中使用 successor。
W364,41-45,fluent,adj.,流利的,educated Romans should be fluent in Greek。,,,,fluent in context：在語境中使用 fluent；learn fluent：學習 流利的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a fluent in context.：這份考卷在語境中使用 fluent。
W365,41-45,virtually,adv.,幾乎；實際上,Romans made virtually no advance。,,,,virtually in context：在語境中使用 virtually；learn virtually：學習 幾乎；實際上,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a virtually in context.：這份考卷在語境中使用 virtually。
W366,41-45,sphere,n.,領域；球體,Roman genius projected into new spheres。,,,,sphere in context：在語境中使用 sphere；learn sphere：學習 領域；球體,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a sphere in context.：這份考卷在語境中使用 sphere。
W367,41-45,engineering,n.,工程；工程學,Roman genius in engineering。,,,,engineering in context：在語境中使用 engineering；learn engineering：學習 工程；工程學,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an engineering in context.：這份考卷在語境中使用 engineering。
W368,41-45,tension,n.,張力；緊張,tensions within the Roman state。,,,,tension in context：在語境中使用 tension；learn tension：學習 張力；緊張,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a tension in context.：這份考卷在語境中使用 tension。
W369,41-45,literary,adj.,文學的,literary sensibilities。,,,,literary in context：在語境中使用 literary；learn literary：學習 文學的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a literary in context.：這份考卷在語境中使用 literary。
W370,41-45,artistic,adj.,藝術的,artistic sensibilities。,,,,artistic in context：在語境中使用 artistic；learn artistic：學習 藝術的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an artistic in context.：這份考卷在語境中使用 artistic。
W371,41-45,caliber,n.,水準；能力,writers of high caliber。,,,,caliber in context：在語境中使用 caliber；learn caliber：學習 水準；能力,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a caliber in context.：這份考卷在語境中使用 caliber。
W372,46-50,artificial intelligence,n.,人工智慧,閱讀第二篇主題是 AI 與病人安全。,,,,artificial intelligence in context：在語境中使用 artificial intelligence；learn artificial intelligence：學習 人工智慧,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an artificial intelligence in context.：這份考卷在語境中使用 artificial intelligence。
W373,46-50,potential,n./adj.,潛力；潛在的,AI has potential to transform healthcare。,,,,potential in context：在語境中使用 potential；learn potential：學習 潛力；潛在的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a potential in context.：這份考卷在語境中使用 potential。
W374,46-50,transform,v.,轉變；改造,AI can transform healthcare decision-making。,,,,transform in context：在語境中使用 transform；learn transform：學習 轉變；改造,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a transform in context.：這份考卷在語境中使用 transform。
W375,46-50,healthcare,n.,醫療照護,AI in healthcare decision-making。,,,,healthcare in context：在語境中使用 healthcare；learn healthcare：學習 醫療照護,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a healthcare in context.：這份考卷在語境中使用 healthcare。
W376,46-50,decision-making,n.,決策,healthcare decision-making。,,,,decision-making in context：在語境中使用 decision-making；learn decision-making：學習 決策,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a decision-making in context.：這份考卷在語境中使用 decision-making。
