word_id,source_range,單字,詞性,定義,用法,詞性變化,三態（現在式-過去式-過去分詞）,現在分詞（V-ing）,常見搭配,相關字,同義字,反義字,範例
W440,41-45,barometer,n.,晴雨表；指標,social media is a barometer。,,,,barometer in context：在語境中使用 barometer；learn barometer：學習「晴雨表；指標」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses barometer in context.：考卷在語境中使用 barometer。
W441,41-45,dictionary,n.,字典,Words selected by dictionaries。,,,,dictionary in context：在語境中使用 dictionary；learn dictionary：學習「字典」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses dictionary in context.：考卷在語境中使用 dictionary。
W442,41-45,crown,v.,加冕；選為,Merriam-Webster crowned gaslighting。,,crown-crowned-crowned,crowning,crown in context：在語境中使用 crown；learn crown：學習「加冕；選為」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses crown in context.：考卷在語境中使用 crown。
W443,41-45,gaslighting,n.,煤氣燈操控；心理操控,word of the year chosen by Merriam-Webster。,,,,gaslighting in context：在語境中使用 gaslighting；learn gaslighting：學習「煤氣燈操控；心理操控」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses gaslighting in context.：考卷在語境中使用 gaslighting。
W444,41-45,grossly,adv.,嚴重地；明顯地,grossly misleading someone。,,,,grossly in context：在語境中使用 grossly；learn grossly：學習「嚴重地；明顯地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses grossly in context.：考卷在語境中使用 grossly。
W445,41-45,mislead,v.,誤導,gaslighting means misleading someone。,,mislead-misleaded-misleaded,misleading,mislead in context：在語境中使用 mislead；learn mislead：學習「誤導」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses mislead in context.：考卷在語境中使用 mislead。
W446,41-45,advantage,n.,優勢；好處,for one's own advantage。,,,,advantage in context：在語境中使用 advantage；learn advantage：學習「優勢；好處」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses advantage in context.：考卷在語境中使用 advantage。
W447,41-45,permacrisis,n.,長期危機,Collins word of the year。,,,,permacrisis in context：在語境中使用 permacrisis；learn permacrisis：學習「長期危機」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses permacrisis in context.：考卷在語境中使用 permacrisis。
W448,41-45,extended,adj.,延長的；長期的,extended period。,,,,extended in context：在語境中使用 extended；learn extended：學習「延長的；長期的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses extended in context.：考卷在語境中使用 extended。
W449,41-45,instability,n.,不穩定,period of instability。,,,,instability in context：在語境中使用 instability；learn instability：學習「不穩定」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses instability in context.：考卷在語境中使用 instability。
W450,41-45,insecurity,n.,不安全；不安,period of insecurity。,,,,insecurity in context：在語境中使用 insecurity；learn insecurity：學習「不安全；不安」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses insecurity in context.：考卷在語境中使用 insecurity。
W451,41-45,sum up,phr. v.,總結,word sums up 2022。,,,,sum up in context：在語境中使用 sum up；learn sum up：學習「總結」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses sum up in context.：考卷在語境中使用 sum up。
W452,41-45,succinctly,adv.,簡潔地,sums up succinctly。,,,,succinctly in context：在語境中使用 succinctly；learn succinctly：學習「簡潔地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses succinctly in context.：考卷在語境中使用 succinctly。
W453,41-45,premise,n.,前提,第41題選項。,,,,premise in context：在語境中使用 premise；learn premise：學習「前提」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses premise in context.：考卷在語境中使用 premise。
W454,41-45,temperance,n.,節制；克制,第41題選項。,,,,temperance in context：在語境中使用 temperance；learn temperance：學習「節制；克制」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses temperance in context.：考卷在語境中使用 temperance。
W455,41-45,sequel,n.,續集；後續,第41題選項。,,,,sequel in context：在語境中使用 sequel；learn sequel：學習「續集；後續」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses sequel in context.：考卷在語境中使用 sequel。
W456,41-45,spirit,n.,精神；靈魂,zeitgeist 的近義選項。,,,,spirit in context：在語境中使用 spirit；learn spirit：學習「精神；靈魂」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses spirit in context.：考卷在語境中使用 spirit。
W457,41-45,depict,v.,描繪；描述,question option: term depicts behavior。,,depict-depicted-depicted,depicting,depict in context：在語境中使用 depict；learn depict：學習「描繪；描述」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses depict in context.：考卷在語境中使用 depict。
W458,41-45,fiancé,n.,未婚夫,第44題選項用字。,,,,fiancé in context：在語境中使用 fiancé；learn fiancé：學習「未婚夫」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses fiancé in context.：考卷在語境中使用 fiancé。
W459,46-50,Hollywood,n./adj.,好萊塢；影視圈的,Hollywood superstar。,,,,Hollywood in context：在語境中使用 Hollywood；learn Hollywood：學習「好萊塢；影視圈的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses Hollywood in context.：考卷在語境中使用 Hollywood。
W460,46-50,superstar,n.,超級巨星,Hollywood superstar diagnosed with aphasia。,,,,superstar in context：在語境中使用 superstar；learn superstar：學習「超級巨星」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses superstar in context.：考卷在語境中使用 superstar。
W461,46-50,aphasia,n.,失語症,Passage 2 主題。,,,,aphasia in context：在語境中使用 aphasia；learn aphasia：學習「失語症」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses aphasia in context.：考卷在語境中使用 aphasia。
W462,46-50,draw attention,phr.,引起注意,drew everyone's attention。,,,,draw attention in context：在語境中使用 draw attention；learn draw attention：學習「引起注意」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses draw attention in context.：考卷在語境中使用 draw attention。
W463,46-50,effect,n.,影響；效果,causes and effects。,,,,effect in context：在語境中使用 effect；learn effect：學習「影響；效果」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses effect in context.：考卷在語境中使用 effect。
W464,46-50,medical statistic,n.,醫學統計,according to medical statistics。,,,,medical statistic in context：在語境中使用 medical statistic；learn medical statistic：學習「醫學統計」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses medical statistic in context.：考卷在語境中使用 medical statistic。
W465,46-50,approximately,adv.,大約,approximately one-third。,,,,approximately in context：在語境中使用 approximately；learn approximately：學習「大約」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses approximately in context.：考卷在語境中使用 approximately。
W466,46-50,stroke,n.,中風,stroke survivors。,,,,stroke in context：在語境中使用 stroke；learn stroke：學習「中風」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses stroke in context.：考卷在語境中使用 stroke。
W467,46-50,survivor,n.,倖存者；存活者,stroke survivors。,,,,survivor in context：在語境中使用 survivor；learn survivor：學習「倖存者；存活者」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses survivor in context.：考卷在語境中使用 survivor。
W468,46-50,suffer from,phr. v.,罹患；受……之苦,suffer from impaired abilities。,,,,suffer from in context：在語境中使用 suffer from；learn suffer from：學習「罹患；受……之苦」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses suffer from in context.：考卷在語境中使用 suffer from。
W469,46-50,impaired,adj.,受損的,impaired communication abilities。,,,,impaired in context：在語境中使用 impaired；learn impaired：學習「受損的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses impaired in context.：考卷在語境中使用 impaired。
W470,46-50,communication ability,n.,溝通能力,impaired communication abilities。,,,,communication ability in context：在語境中使用 communication ability；learn communication ability：學習「溝通能力」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses communication ability in context.：考卷在語境中使用 communication ability。
W471,46-50,longstanding,adj.,長期存在的,longstanding symptoms。,,,,longstanding in context：在語境中使用 longstanding；learn longstanding：學習「長期存在的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses longstanding in context.：考卷在語境中使用 longstanding。
W472,46-50,symptom,n.,症狀,symptoms of aphasia。,,,,symptom in context：在語境中使用 symptom；learn symptom：學習「症狀」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses symptom in context.：考卷在語境中使用 symptom。
W473,46-50,lesion,n.,病灶；損傷,lesions on anterior brain regions。,,,,lesion in context：在語境中使用 lesion；learn lesion：學習「病灶；損傷」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses lesion in context.：考卷在語境中使用 lesion。
W474,46-50,anterior,adj.,前部的,anterior brain regions。,,,,anterior in context：在語境中使用 anterior；learn anterior：學習「前部的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses anterior in context.：考卷在語境中使用 anterior。
W475,46-50,brain region,n.,腦區,anterior brain regions。,,,,brain region in context：在語境中使用 brain region；learn brain region：學習「腦區」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses brain region in context.：考卷在語境中使用 brain region。
W476,46-50,long-term care,n.,長期照護,often require long-term care。,,,,long-term care in context：在語境中使用 long-term care；learn long-term care：學習「長期照護」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses long-term care in context.：考卷在語境中使用 long-term care。
W477,46-50,substantial,adj.,大量的；重大的,substantial burdens。,,,,substantial in context：在語境中使用 substantial；learn substantial：學習「大量的；重大的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses substantial in context.：考卷在語境中使用 substantial。
W478,46-50,economic,adj.,經濟的,economic burdens。,,,,economic in context：在語境中使用 economic；learn economic：學習「經濟的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses economic in context.：考卷在語境中使用 economic。
W479,46-50,mental health,n.,心理健康,mental health burdens。,,,,mental health in context：在語境中使用 mental health；learn mental health：學習「心理健康」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses mental health in context.：考卷在語境中使用 mental health。
W480,46-50,burden,n.,負擔,burdens on family and society。,,,,burden in context：在語境中使用 burden；learn burden：學習「負擔」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses burden in context.：考卷在語境中使用 burden。
W481,46-50,medical resource,n.,醫療資源,community medical resources。,,,,medical resource in context：在語境中使用 medical resource；learn medical resource：學習「醫療資源」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses medical resource in context.：考卷在語境中使用 medical resource。
W482,46-50,confirm,v.,確認,resources have confirmed。,,confirm-confirmed-confirmed,confirming,confirm in context：在語境中使用 confirm；learn confirm：學習「確認」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses confirm in context.：考卷在語境中使用 confirm。
W483,46-50,promote,v.,促進；推廣,promoting engagement with rehabilitation。,,promote-promoted-promoted,promoting,promote in context：在語境中使用 promote；learn promote：學習「促進；推廣」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses promote in context.：考卷在語境中使用 promote。
W484,46-50,engagement,n.,參與；投入,full engagement with treatment。,,,,engagement in context：在語境中使用 engagement；learn engagement：學習「參與；投入」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses engagement in context.：考卷在語境中使用 engagement。
W485,46-50,rehabilitation,n.,復健,rehabilitation treatment。,,,,rehabilitation in context：在語境中使用 rehabilitation；learn rehabilitation：學習「復健」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses rehabilitation in context.：考卷在語境中使用 rehabilitation。
W486,46-50,post-stroke,adj.,中風後的,post-stroke patients。,,,,post-stroke in context：在語境中使用 post-stroke；learn post-stroke：學習「中風後的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses post-stroke in context.：考卷在語境中使用 post-stroke。
W487,46-50,disability rate,n.,失能率,reduced disability rate。,,,,disability rate in context：在語境中使用 disability rate；learn disability rate：學習「失能率」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses disability rate in context.：考卷在語境中使用 disability rate。
W488,46-50,activity of daily living,n.,日常生活活動能力,increased activities of daily living。,,,,activity of daily living in context：在語境中使用 activity of daily living；learn activity of daily living：學習「日常生活活動能力」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses activity of daily living in context.：考卷在語境中使用 activity of daily living。
W489,46-50,intensive,adj.,密集的；強化的,intensive speech therapy。,,,,intensive in context：在語境中使用 intensive；learn intensive：學習「密集的；強化的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses intensive in context.：考卷在語境中使用 intensive。
W490,46-50,speech and language therapy,n.,語言治療,SLT improves function。,,,,speech and language therapy in context：在語境中使用 speech and language therapy；learn speech and language therapy：學習「語言治療」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses speech and language therapy in context.：考卷在語境中使用 speech and language therapy。
W491,46-50,functional,adj.,功能的,functional reorganization。,,,,functional in context：在語境中使用 functional；learn functional：學習「功能的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses functional in context.：考卷在語境中使用 functional。
W492,46-50,reorganization,n.,重組,functional reorganization of nervous system。,,,,reorganization in context：在語境中使用 reorganization；learn reorganization：學習「重組」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses reorganization in context.：考卷在語境中使用 reorganization。
W493,46-50,central nervous system,n.,中樞神經系統,central nervous system。,,,,central nervous system in context：在語境中使用 central nervous system；learn central nervous system：學習「中樞神經系統」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses central nervous system in context.：考卷在語境中使用 central nervous system。
W494,46-50,high-intensity,adj.,高強度的,high-intensity interventions。,,,,high-intensity in context：在語境中使用 high-intensity；learn high-intensity：學習「高強度的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses high-intensity in context.：考卷在語境中使用 high-intensity。
W495,46-50,high-dose,adj.,高劑量的,high-dose interventions。,,,,high-dose in context：在語境中使用 high-dose；learn high-dose：學習「高劑量的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses high-dose in context.：考卷在語境中使用 high-dose。
W496,46-50,intervention,n.,介入；治療措施,treatment interventions。,,,,intervention in context：在語境中使用 intervention；learn intervention：學習「介入；治療措施」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses intervention in context.：考卷在語境中使用 intervention。
W497,46-50,acceptable,adj.,可接受的,may not be acceptable to all patients。,,,,acceptable in context：在語境中使用 acceptable；learn acceptable：學習「可接受的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses acceptable in context.：考卷在語境中使用 acceptable。
W498,46-50,adjunct,n./adj.,輔助；附加的,treatments adjunct to SLT。,,,,adjunct in context：在語境中使用 adjunct；learn adjunct：學習「輔助；附加的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses adjunct in context.：考卷在語境中使用 adjunct。
W499,46-50,specifically,adv.,具體而言,More specifically。,,,,specifically in context：在語境中使用 specifically；learn specifically：學習「具體而言」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses specifically in context.：考卷在語境中使用 specifically。
W500,46-50,evidence,n.,證據,recent evidence suggests。,,,,evidence in context：在語境中使用 evidence；learn evidence：學習「證據」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses evidence in context.：考卷在語境中使用 evidence。
W501,46-50,suggest,v.,指出；建議,evidence suggests。,,suggest-suggested-suggested,suggesting,suggest in context：在語境中使用 suggest；learn suggest：學習「指出；建議」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses suggest in context.：考卷在語境中使用 suggest。
W502,46-50,scalp acupuncture therapy,n.,頭皮針灸療法,SAT may have effects。,,,,scalp acupuncture therapy in context：在語境中使用 scalp acupuncture therapy；learn scalp acupuncture therapy：學習「頭皮針灸療法」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses scalp acupuncture therapy in context.：考卷在語境中使用 scalp acupuncture therapy。
W503,46-50,beneficial,adj.,有益的,beneficial effects。,,,,beneficial in context：在語境中使用 beneficial；learn beneficial：學習「有益的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses beneficial in context.：考卷在語境中使用 beneficial。
W504,46-50,comprehension,n.,理解力,effects on comprehension。,,,,comprehension in context：在語境中使用 comprehension；learn comprehension：學習「理解力」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses comprehension in context.：考卷在語境中使用 comprehension。
W505,46-50,oral expression,n.,口語表達,effects on oral expression。,,,,oral expression in context：在語境中使用 oral expression；learn oral expression：學習「口語表達」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses oral expression in context.：考卷在語境中使用 oral expression。
W506,46-50,repetition,n.,重複；複誦,effects on repetition。,,,,repetition in context：在語境中使用 repetition；learn repetition：學習「重複；複誦」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses repetition in context.：考卷在語境中使用 repetition。
W507,46-50,denomination,n.,命名；名稱；宗派,medical assessment item in aphasia context。,,,,denomination in context：在語境中使用 denomination；learn denomination：學習「命名；名稱；宗派」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses denomination in context.：考卷在語境中使用 denomination。
W508,46-50,postapoplectic,adj.,中風後的,postapoplectic aphasia。,,,,postapoplectic in context：在語境中使用 postapoplectic；learn postapoplectic：學習「中風後的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses postapoplectic in context.：考卷在語境中使用 postapoplectic。
W509,46-50,appraise,v.,評估；估價,appraise cost-effectiveness。,,appraise-appraised-appraised,appraising,appraise in context：在語境中使用 appraise；learn appraise：學習「評估；估價」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses appraise in context.：考卷在語境中使用 appraise。
W510,46-50,cost-effectiveness,n.,成本效益,appraise cost-effectiveness。,,,,cost-effectiveness in context：在語境中使用 cost-effectiveness；learn cost-effectiveness：學習「成本效益」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses cost-effectiveness in context.：考卷在語境中使用 cost-effectiveness。
W511,46-50,combine,v.,結合,combining SAT with SLT。,,combine-combined-combined,combining,combine in context：在語境中使用 combine；learn combine：學習「結合」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses combine in context.：考卷在語境中使用 combine。
W512,46-50,compared to,phr.,與……相比,compared to SLT alone。,,,,compared to in context：在語境中使用 compared to；learn compared to：學習「與……相比」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses compared to in context.：考卷在語境中使用 compared to。
W513,46-50,combination therapy,n.,合併療法,combination therapy was cost-effective。,,,,combination therapy in context：在語境中使用 combination therapy；learn combination therapy：學習「合併療法」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses combination therapy in context.：考卷在語境中使用 combination therapy。
W514,46-50,non-standard,adj.,非標準的,non-standard treatments。,,,,non-standard in context：在語境中使用 non-standard；learn non-standard：學習「非標準的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses non-standard in context.：考卷在語境中使用 non-standard。
W515,46-50,medication,n.,藥物,reduced medications。,,,,medication in context：在語境中使用 medication；learn medication：學習「藥物」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses medication in context.：考卷在語境中使用 medication。
W516,46-50,direct non-medical cost,n.,直接非醫療成本,lower direct non-medical costs。,,,,direct non-medical cost in context：在語境中使用 direct non-medical cost；learn direct non-medical cost：學習「直接非醫療成本」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses direct non-medical cost in context.：考卷在語境中使用 direct non-medical cost。
W517,46-50,self-paid expense,n.,自費支出,lower self-paid expenses。,,,,self-paid expense in context：在語境中使用 self-paid expense；learn self-paid expense：學習「自費支出」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses self-paid expense in context.：考卷在語境中使用 self-paid expense。
W518,46-50,within-trial,adj.,試驗內的,within-trial cost-effectiveness analysis。,,,,within-trial in context：在語境中使用 within-trial；learn within-trial：學習「試驗內的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses within-trial in context.：考卷在語境中使用 within-trial。
W519,46-50,participant,n.,參與者,203 participants。,,,,participant in context：在語境中使用 participant；learn participant：學習「參與者」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses participant in context.：考卷在語境中使用 participant。
W520,46-50,randomly,adv.,隨機地,randomly assigned。,,,,randomly in context：在語境中使用 randomly；learn randomly：學習「隨機地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses randomly in context.：考卷在語境中使用 randomly。
W521,46-50,assign,v.,分配；指派,assigned to intervention or control。,,assign-assigned-assigned,assigning,assign in context：在語境中使用 assign；learn assign：學習「分配；指派」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses assign in context.：考卷在語境中使用 assign。
W522,46-50,receive,v.,接受；收到,receive scalp acupuncture。,,receive-received-received,receiving,receive in context：在語境中使用 receive；learn receive：學習「接受；收到」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses receive in context.：考卷在語境中使用 receive。
W523,46-50,control,n./v.,控制組；控制,SLT alone control group。,,,,control in context：在語境中使用 control；learn control：學習「控制組；控制」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses control in context.：考卷在語境中使用 control。
W524,46-50,undergo,v.,接受；經歷,groups underwent SLT。,,undergo-undergoed-undergoed,undergoing,undergo in context：在語境中使用 undergo；learn undergo：學習「接受；經歷」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses undergo in context.：考卷在語境中使用 undergo。
W525,46-50,roughly,adv.,大約,roughly last 30 minutes。,,,,roughly in context：在語境中使用 roughly；learn roughly：學習「大約」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses roughly in context.：考卷在語境中使用 roughly。
W526,46-50,simultaneously,adv.,同時地,simultaneously received acupuncture。,,,,simultaneously in context：在語境中使用 simultaneously；learn simultaneously：學習「同時地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses simultaneously in context.：考卷在語境中使用 simultaneously。
W527,46-50,outcome,n.,結果,outcomes were measured。,,,,outcome in context：在語境中使用 outcome；learn outcome：學習「結果」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses outcome in context.：考卷在語境中使用 outcome。
W528,46-50,measure,v./n.,測量；措施,outcomes were measured。,,measure-measured-measured,measuring,measure in context：在語境中使用 measure；learn measure：學習「測量；措施」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses measure in context.：考卷在語境中使用 measure。
W529,46-50,informal assessment,n.,非正式評估,using informal assessments。,,,,informal assessment in context：在語境中使用 informal assessment；learn informal assessment：學習「非正式評估」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses informal assessment in context.：考卷在語境中使用 informal assessment。
W530,46-50,self-report questionnaire,n.,自陳問卷,self-report questionnaires。,,,,self-report questionnaire in context：在語境中使用 self-report questionnaire；learn self-report questionnaire：學習「自陳問卷」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses self-report questionnaire in context.：考卷在語境中使用 self-report questionnaire。
W531,46-50,incremental,adj.,遞增的；增量的,incremental cost-effectiveness ratios。,,,,incremental in context：在語境中使用 incremental；learn incremental：學習「遞增的；增量的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses incremental in context.：考卷在語境中使用 incremental。
W532,46-50,ratio,n.,比率,cost-effectiveness ratios。,,,,ratio in context：在語境中使用 ratio；learn ratio：學習「比率」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses ratio in context.：考卷在語境中使用 ratio。
W533,46-50,calculate,v.,計算,ratios were calculated。,,calculate-calculated-calculated,calculating,calculate in context：在語境中使用 calculate；learn calculate：學習「計算」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses calculate in context.：考卷在語境中使用 calculate。
W534,46-50,additional,adj.,額外的,additional costs。,,,,additional in context：在語境中使用 additional；learn additional：學習「額外的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses additional in context.：考卷在語境中使用 additional。
W535,46-50,necessary,adj.,必要的,costs necessary to achieve outcomes。,,,,necessary in context：在語境中使用 necessary；learn necessary：學習「必要的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses necessary in context.：考卷在語境中使用 necessary。
W536,46-50,reveal,v.,揭露；顯示,analysis revealed results。,,reveal-revealed-revealed,revealing,reveal in context：在語境中使用 reveal；learn reveal：學習「揭露；顯示」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses reveal in context.：考卷在語境中使用 reveal。
W537,46-50,costly,adj.,昂貴的,less costly than SLT alone。,,,,costly in context：在語境中使用 costly；learn costly：學習「昂貴的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses costly in context.：考卷在語境中使用 costly。
W538,46-50,modified,adj.,修改過的,modified intention-to-treat principle。,,,,modified in context：在語境中使用 modified；learn modified：學習「修改過的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses modified in context.：考卷在語境中使用 modified。
W539,46-50,intention-to-treat,n.,意向治療分析,analysis principle in trials。,,,,intention-to-treat in context：在語境中使用 intention-to-treat；learn intention-to-treat：學習「意向治療分析」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses intention-to-treat in context.：考卷在語境中使用 intention-to-treat。
W540,46-50,principle,n.,原則,intention-to-treat principle。,,,,principle in context：在語境中使用 principle；learn principle：學習「原則」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses principle in context.：考卷在語境中使用 principle。
W541,46-50,in short,phr.,簡而言之,summary transition。,,,,in short in context：在語境中使用 in short；learn in short：學習「簡而言之」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses in short in context.：考卷在語境中使用 in short。
W542,46-50,economic evaluation,n.,經濟評估,first economic evaluation。,,,,economic evaluation in context：在語境中使用 economic evaluation；learn economic evaluation：學習「經濟評估」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses economic evaluation in context.：考卷在語境中使用 economic evaluation。
W543,46-50,valuable,adj.,有價值的,valuable findings。,,,,valuable in context：在語境中使用 valuable；learn valuable：學習「有價值的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses valuable in context.：考卷在語境中使用 valuable。
W544,46-50,finding,n.,發現；研究結果,valuable findings。,,,,finding in context：在語境中使用 finding；learn finding：學習「發現；研究結果」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses finding in context.：考卷在語境中使用 finding。
W545,46-50,methodological,adj.,方法學的,methodological limitations。,,,,methodological in context：在語境中使用 methodological；learn methodological：學習「方法學的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses methodological in context.：考卷在語境中使用 methodological。
W546,46-50,limitation,n.,限制；侷限,methodological limitations。,,,,limitation in context：在語境中使用 limitation；learn limitation：學習「限制；侷限」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses limitation in context.：考卷在語境中使用 limitation。
W547,46-50,conclude,v.,結論是,Liu et al. concluded。,,conclude-concluded-concluded,concluding,conclude in context：在語境中使用 conclude；learn conclude：學習「結論是」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses conclude in context.：考卷在語境中使用 conclude。
W548,46-50,effective,adj.,有效的,acupuncture seems effective。,,,,effective in context：在語境中使用 effective；learn effective：學習「有效的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses effective in context.：考卷在語境中使用 effective。
W549,46-50,improve,v.,改善；提升,improving post-stroke aphasia。,,improve-improved-improved,improving,improve in context：在語境中使用 improve；learn improve：學習「改善；提升」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses improve in context.：考卷在語境中使用 improve。
W550,46-50,language function,n.,語言功能,improving language function。,,,,language function in context：在語境中使用 language function；learn language function：學習「語言功能」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses language function in context.：考卷在語境中使用 language function。
W551,46-50,curative,adj.,治療的；療效的,best curative effect。,,,,curative in context：在語境中使用 curative；learn curative：學習「治療的；療效的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses curative in context.：考卷在語境中使用 curative。
W552,46-50,potential,adj./n.,潛在的；潛力,Potential limitations。,,,,potential in context：在語境中使用 potential；learn potential：學習「潛在的；潛力」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses potential in context.：考卷在語境中使用 potential。
W553,46-50,blinding,n.,盲法,lack of blinding。,,,,blinding in context：在語境中使用 blinding；learn blinding：學習「盲法」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses blinding in context.：考卷在語境中使用 blinding。
W554,46-50,variability,n.,變異性；差異,variability of treatment regimens。,,,,variability in context：在語境中使用 variability；learn variability：學習「變異性；差異」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses variability in context.：考卷在語境中使用 variability。
